id,restaurant_id,restaurant,name,description,price,spicy,vegetarian,popular
r-028-i-001,r-028,Izakaya 81,Tuna Sashimi,Six slices of yellowfin tuna,AED 87,false,false,false
r-028-i-002,r-028,Izakaya 81,Salmon Nigiri,Two pieces of salmon over seasoned rice,AED 90,false,false,false
r-028-i-003,r-028,Izakaya 81,Tuna Nigiri,Two pieces of tuna over seasoned rice,AED 33,false,false,false
r-028-i-004,r-028,Izakaya 81,Shrimp Tempura Roll,"Crispy shrimp, avocado, cucumber",AED 38,false,false,false
r-028-i-005,r-028,Izakaya 81,Spicy Tuna Roll,"Tuna, sriracha mayo, cucumber",AED 19,true,false,false
r-028-i-006,r-028,Izakaya 81,Rainbow Roll,California roll topped with assorted fish,AED 80,false,false,false
r-028-i-007,r-028,Izakaya 81,Dragon Roll,"Eel, cucumber, avocado, eel sauce",AED 80,false,false,true
r-028-i-008,r-028,Izakaya 81,Vegetable Roll,"Cucumber, avocado, carrot, pickled radish",AED 49,false,true,false
r-028-i-009,r-028,Izakaya 81,Chicken Katsu Curry,Crispy chicken cutlet with Japanese curry,AED 46,false,false,false
r-028-i-010,r-028,Izakaya 81,Pork Tonkatsu,"Breaded pork cutlet, cabbage, tonkatsu sauce",AED 77,false,false,false
r-028-i-011,r-028,Izakaya 81,Teriyaki Chicken,Grilled chicken with teriyaki glaze,AED 24,false,false,true
r-028-i-012,r-028,Izakaya 81,Beef Teriyaki,Sliced beef with teriyaki sauce and rice,AED 64,false,false,false
r-028-i-013,r-028,Izakaya 81,Tonkotsu Ramen,"Rich pork bone broth, chashu, ajitama",AED 47,false,false,false
r-028-i-014,r-028,Izakaya 81,Shoyu Ramen,"Soy-based broth, bamboo, scallion",AED 28,false,false,false
r-028-i-015,r-028,Izakaya 81,Miso Ramen,"Hearty miso broth, ground pork, corn",AED 28,false,false,true
r-028-i-016,r-028,Izakaya 81,Spicy Tantanmen,Spicy sesame miso broth ramen,AED 53,true,false,false
r-028-i-017,r-028,Izakaya 81,Vegetable Ramen,"Mushroom dashi, tofu, vegetables",AED 62,false,true,false
r-028-i-018,r-028,Izakaya 81,Edamame,Salted soybean pods,AED 85,false,true,false
r-028-i-019,r-028,Izakaya 81,Gyoza,Pan-fried pork dumplings,AED 92,false,false,false
r-028-i-020,r-028,Izakaya 81,Chicken Karaage,Crispy fried marinated chicken,AED 69,false,false,true
r-028-i-021,r-028,Izakaya 81,Miso Soup,"Tofu, wakame, scallion",AED 23,false,true,false
r-028-i-022,r-028,Izakaya 81,Mochi Ice Cream,"Three pieces, mixed flavours",AED 47,false,true,false
r-028-i-023,r-028,Izakaya 81,Matcha Cheesecake,Japanese matcha-infused cheesecake,AED 59,false,true,false
r-028-i-024,r-028,Izakaya 81,Ramune Soda,Classic Japanese lemonade,AED 74,false,true,false
r-028-i-025,r-028,Izakaya 81,Classic Salmon Sashimi,Six slices of Atlantic salmon,AED 12,false,false,false
r-028-i-026,r-028,Izakaya 81,Classic Tuna Sashimi,Six slices of yellowfin tuna,AED 23,false,false,false
r-028-i-027,r-028,Izakaya 81,Classic Salmon Nigiri,Two pieces of salmon over seasoned rice,AED 70,false,false,false
r-028-i-028,r-028,Izakaya 81,Classic Tuna Nigiri,Two pieces of tuna over seasoned rice,AED 57,false,false,false
r-028-i-029,r-028,Izakaya 81,Classic Shrimp Tempura Roll,"Crispy shrimp, avocado, cucumber",AED 80,false,false,false
r-028-i-030,r-028,Izakaya 81,Classic Spicy Tuna Roll,"Tuna, sriracha mayo, cucumber",AED 66,true,false,false
r-028-i-031,r-028,Izakaya 81,Classic Rainbow Roll,California roll topped with assorted fish,AED 75,false,false,false
r-028-i-032,r-028,Izakaya 81,Classic Dragon Roll,"Eel, cucumber, avocado, eel sauce",AED 48,false,false,false
r-028-i-033,r-028,Izakaya 81,Classic Vegetable Roll,"Cucumber, avocado, carrot, pickled radish",AED 85,false,true,true
r-028-i-034,r-028,Izakaya 81,Classic Chicken Katsu Curry,Crispy chicken cutlet with Japanese curry,AED 74,false,false,false
r-028-i-035,r-028,Izakaya 81,Classic Pork Tonkatsu,"Breaded pork cutlet, cabbage, tonkatsu sauce",AED 18,false,false,true
r-028-i-036,r-028,Izakaya 81,Classic Teriyaki Chicken,Grilled chicken with teriyaki glaze,AED 92,false,false,false
r-028-i-037,r-028,Izakaya 81,Classic Beef Teriyaki,Sliced beef with teriyaki sauce and rice,AED 70,false,false,true
r-028-i-038,r-028,Izakaya 81,Classic Tonkotsu Ramen,"Rich pork bone broth, chashu, ajitama",AED 32,false,false,false
r-028-i-039,r-028,Izakaya 81,Classic Shoyu Ramen,"Soy-based broth, bamboo, scallion",AED 12,false,false,false
r-028-i-040,r-028,Izakaya 81,Classic Miso Ramen,"Hearty miso broth, ground pork, corn",AED 66,false,false,false
r-028-i-041,r-028,Izakaya 81,Classic Spicy Tantanmen,Spicy sesame miso broth ramen,AED 28,true,false,false
r-028-i-042,r-028,Izakaya 81,Classic Vegetable Ramen,"Mushroom dashi, tofu, vegetables",AED 50,false,true,false
r-028-i-043,r-028,Izakaya 81,Classic Edamame,Salted soybean pods,AED 47,false,true,true
r-028-i-044,r-028,Izakaya 81,Classic Gyoza,Pan-fried pork dumplings,AED 58,false,false,false
r-028-i-045,r-028,Izakaya 81,Classic Chicken Karaage,Crispy fried marinated chicken,AED 59,false,false,false
r-028-i-046,r-028,Izakaya 81,Classic Miso Soup,"Tofu, wakame, scallion",AED 95,false,true,false
r-028-i-047,r-028,Izakaya 81,Classic Mochi Ice Cream,"Three pieces, mixed flavours",AED 62,false,true,false
r-028-i-048,r-028,Izakaya 81,Classic Matcha Cheesecake,Japanese matcha-infused cheesecake,AED 41,false,true,false
r-028-i-049,r-028,Izakaya 81,Classic Ramune Soda,Classic Japanese lemonade,AED 23,false,true,false
r-029-i-000,r-029,Ramen House,Salmon Sashimi,Six slices of Atlantic salmon,AED 87,false,false,true
r-029-i-001,r-029,Ramen House,Tuna Sashimi,Six slices of yellowfin tuna,AED 68,false,false,true
r-029-i-002,r-029,Ramen House,Salmon Nigiri,Two pieces of salmon over seasoned rice,AED 55,false,false,false
r-029-i-003,r-029,Ramen House,Tuna Nigiri,Two pieces of tuna over seasoned rice,AED 66,false,false,false
r-029-i-004,r-029,Ramen House,Shrimp Tempura Roll,"Crispy shrimp, avocado, cucumber",AED 73,false,false,true
r-029-i-005,r-029,Ramen House,Spicy Tuna Roll,"Tuna, sriracha mayo, cucumber",AED 61,true,false,true
r-029-i-006,r-029,Ramen House,Rainbow Roll,California roll topped with assorted fish,AED 25,false,false,true
r-029-i-007,r-029,Ramen House,Dragon Roll,"Eel, cucumber, avocado, eel sauce",AED 59,false,false,false
r-029-i-008,r-029,Ramen House,Vegetable Roll,"Cucumber, avocado, carrot, pickled radish",AED 29,false,true,false
r-029-i-009,r-029,Ramen House,Chicken Katsu Curry,Crispy chicken cutlet with Japanese curry,AED 29,false,false,false
r-029-i-010,r-029,Ramen House,Pork Tonkatsu,"Breaded pork cutlet, cabbage, tonkatsu sauce",AED 30,false,false,true
r-029-i-011,r-029,Ramen House,Teriyaki Chicken,Grilled chicken with teriyaki glaze,AED 84,false,false,true
r-029-i-012,r-029,Ramen House,Beef Teriyaki,Sliced beef with teriyaki sauce and rice,AED 95,false,false,true
r-029-i-013,r-029,Ramen House,Tonkotsu Ramen,"Rich pork bone broth, chashu, ajitama",AED 56,false,false,false
r-029-i-014,r-029,Ramen House,Shoyu Ramen,"Soy-based broth, bamboo, scallion",AED 92,false,false,false
r-029-i-015,r-029,Ramen House,Miso Ramen,"Hearty miso broth, ground pork, corn",AED 64,false,false,false
r-029-i-016,r-029,Ramen House,Spicy Tantanmen,Spicy sesame miso broth ramen,AED 68,true,false,false
r-029-i-017,r-029,Ramen House,Vegetable Ramen,"Mushroom dashi, tofu, vegetables",AED 23,false,true,false
r-029-i-018,r-029,Ramen House,Edamame,Salted soybean pods,AED 29,false,true,false
r-029-i-019,r-029,Ramen House,Gyoza,Pan-fried pork dumplings,AED 87,false,false,false
r-029-i-020,r-029,Ramen House,Chicken Karaage,Crispy fried marinated chicken,AED 56,false,false,false
r-029-i-021,r-029,Ramen House,Miso Soup,"Tofu, wakame, scallion",AED 52,false,true,false
r-029-i-022,r-029,Ramen House,Mochi Ice Cream,"Three pieces, mixed flavours",AED 43,false,true,false
r-029-i-023,r-029,Ramen House,Matcha Cheesecake,Japanese matcha-infused cheesecake,AED 22,false,true,true
r-029-i-024,r-029,Ramen House,Ramune Soda,Classic Japanese lemonade,AED 88,false,true,false
r-029-i-025,r-029,Ramen House,Classic Salmon Sashimi,Six slices of Atlantic salmon,AED 89,false,false,false
r-029-i-026,r-029,Ramen House,Classic Tuna Sashimi,Six slices of yellowfin tuna,AED 15,false,false,false
r-029-i-027,r-029,Ramen House,Classic Salmon Nigiri,Two pieces of salmon over seasoned rice,AED 50,false,false,false
r-029-i-028,r-029,Ramen House,Classic Tuna Nigiri,Two pieces of tuna over seasoned rice,AED 89,false,false,false
r-029-i-029,r-029,Ramen House,Classic Shrimp Tempura Roll,"Crispy shrimp, avocado, cucumber",AED 62,false,false,false
r-029-i-030,r-029,Ramen House,Classic Spicy Tuna Roll,"Tuna, sriracha mayo, cucumber",AED 18,true,false,false
r-029-i-031,r-029,Ramen House,Classic Rainbow Roll,California roll topped with assorted fish,AED 42,false,false,false
r-029-i-032,r-029,Ramen House,Classic Dragon Roll,"Eel, cucumber, avocado, eel sauce",AED 26,false,false,false
r-029-i-033,r-029,Ramen House,Classic Vegetable Roll,"Cucumber, avocado, carrot, pickled radish",AED 93,false,true,false
r-029-i-034,r-029,Ramen House,Classic Chicken Katsu Curry,Crispy chicken cutlet with Japanese curry,AED 79,false,false,false
r-029-i-035,r-029,Ramen House,Classic Pork Tonkatsu,"Breaded pork cutlet, cabbage, tonkatsu sauce",AED 13,false,false,false
r-029-i-036,r-029,Ramen House,Classic Teriyaki Chicken,Grilled chicken with teriyaki glaze,AED 52,false,false,true
r-029-i-037,r-029,Ramen House,Classic Beef Teriyaki,Sliced beef with teriyaki sauce and rice,AED 84,false,false,false
r-029-i-038,r-029,Ramen House,Classic Tonkotsu Ramen,"Rich pork bone broth, chashu, ajitama",AED 81,false,false,false
r-029-i-039,r-029,Ramen House,Classic Shoyu Ramen,"Soy-based broth, bamboo, scallion",AED 72,false,false,false
r-029-i-040,r-029,Ramen House,Classic Miso Ramen,"Hearty miso broth, ground pork, corn",AED 21,false,false,true
r-029-i-041,r-029,Ramen House,Classic Spicy Tantanmen,Spicy sesame miso broth ramen,AED 20,true,false,true
r-029-i-042,r-029,Ramen House,Classic Vegetable Ramen,"Mushroom dashi, tofu, vegetables",AED 39,false,true,true
r-029-i-043,r-029,Ramen House,Classic Edamame,Salted soybean pods,AED 19,false,true,false
r-029-i-044,r-029,Ramen House,Classic Gyoza,Pan-fried pork dumplings,AED 62,false,false,false
r-029-i-045,r-029,Ramen House,Classic Chicken Karaage,Crispy fried marinated chicken,AED 92,false,false,false
r-029-i-046,r-029,Ramen House,Classic Miso Soup,"Tofu, wakame, scallion",AED 65,false,true,false
r-029-i-047,r-029,Ramen House,Classic Mochi Ice Cream,"Three pieces, mixed flavours",AED 63,false,true,true
r-029-i-048,r-029,Ramen House,Classic Matcha Cheesecake,Japanese matcha-infused cheesecake,AED 80,false,true,false
r-029-i-049,r-029,Ramen House,Classic Ramune Soda,Classic Japanese lemonade,AED 31,false,true,false
r-030-i-000,r-030,Tokyo Bites,Salmon Sashimi,Six slices of Atlantic salmon,AED 53,false,false,false
r-030-i-001,r-030,Tokyo Bites,Tuna Sashimi,Six slices of yellowfin tuna,AED 93,false,false,false
r-030-i-002,r-030,Tokyo Bites,Salmon Nigiri,Two pieces of salmon over seasoned rice,AED 95,false,false,false
r-030-i-003,r-030,Tokyo Bites,Tuna Nigiri,Two pieces of tuna over seasoned rice,AED 20,false,false,false
r-030-i-004,r-030,Tokyo Bites,Shrimp Tempura Roll,"Crispy shrimp, avocado, cucumber",AED 67,false,false,false
r-030-i-005,r-030,Tokyo Bites,Spicy Tuna Roll,"Tuna, sriracha mayo, cucumber",AED 42,true,false,true
r-030-i-006,r-030,Tokyo Bites,Rainbow Roll,California roll topped with assorted fish,AED 23,false,false,false
r-030-i-007,r-030,Tokyo Bites,Dragon Roll,"Eel, cucumber, avocado, eel sauce",AED 26,false,false,false
r-030-i-008,r-030,Tokyo Bites,Vegetable Roll,"Cucumber, avocado, carrot, pickled radish",AED 89,false,true,true
r-030-i-009,r-030,Tokyo Bites,Chicken Katsu Curry,Crispy chicken cutlet with Japanese curry,AED 34,false,false,true
r-030-i-010,r-030,Tokyo Bites,Pork Tonkatsu,"Breaded pork cutlet, cabbage, tonkatsu sauce",AED 29,false,false,false
r-030-i-011,r-030,Tokyo Bites,Teriyaki Chicken,Grilled chicken with teriyaki glaze,AED 32,false,false,false
r-030-i-012,r-030,Tokyo Bites,Beef Teriyaki,Sliced beef with teriyaki sauce and rice,AED 56,false,false,false
r-030-i-013,r-030,Tokyo Bites,Tonkotsu Ramen,"Rich pork bone broth, chashu, ajitama",AED 45,false,false,true
r-030-i-014,r-030,Tokyo Bites,Shoyu Ramen,"Soy-based broth, bamboo, scallion",AED 28,false,false,false
r-030-i-015,r-030,Tokyo Bites,Miso Ramen,"Hearty miso broth, ground pork, corn",AED 46,false,false,false
r-030-i-016,r-030,Tokyo Bites,Spicy Tantanmen,Spicy sesame miso broth ramen,AED 27,true,false,false
r-030-i-017,r-030,Tokyo Bites,Vegetable Ramen,"Mushroom dashi, tofu, vegetables",AED 15,false,true,false
r-030-i-018,r-030,Tokyo Bites,Edamame,Salted soybean pods,AED 66,false,true,false
r-030-i-019,r-030,Tokyo Bites,Gyoza,Pan-fried pork dumplings,AED 20,false,false,false
r-030-i-020,r-030,Tokyo Bites,Chicken Karaage,Crispy fried marinated chicken,AED 85,false,false,false
r-030-i-021,r-030,Tokyo Bites,Miso Soup,"Tofu, wakame, scallion",AED 75,false,true,false
r-030-i-022,r-030,Tokyo Bites,Mochi Ice Cream,"Three pieces, mixed flavours",AED 58,false,true,true
r-030-i-023,r-030,Tokyo Bites,Matcha Cheesecake,Japanese matcha-infused cheesecake,AED 84,false,true,true
r-030-i-024,r-030,Tokyo Bites,Ramune Soda,Classic Japanese lemonade,AED 32,false,true,false
r-030-i-025,r-030,Tokyo Bites,Classic Salmon Sashimi,Six slices of Atlantic salmon,AED 25,false,false,false
r-030-i-026,r-030,Tokyo Bites,Classic Tuna Sashimi,Six slices of yellowfin tuna,AED 26,false,false,false
r-030-i-027,r-030,Tokyo Bites,Classic Salmon Nigiri,Two pieces of salmon over seasoned rice,AED 77,false,false,true
r-030-i-028,r-030,Tokyo Bites,Classic Tuna Nigiri,Two pieces of tuna over seasoned rice,AED 13,false,false,false
r-030-i-029,r-030,Tokyo Bites,Classic Shrimp Tempura Roll,"Crispy shrimp, avocado, cucumber",AED 72,false,false,false
r-030-i-030,r-030,Tokyo Bites,Classic Spicy Tuna Roll,"Tuna, sriracha mayo, cucumber",AED 31,true,false,false
r-030-i-031,r-030,Tokyo Bites,Classic Rainbow Roll,California roll topped with assorted fish,AED 16,false,false,false
r-030-i-032,r-030,Tokyo Bites,Classic Dragon Roll,"Eel, cucumber, avocado, eel sauce",AED 95,false,false,false
r-030-i-033,r-030,Tokyo Bites,Classic Vegetable Roll,"Cucumber, avocado, carrot, pickled radish",AED 53,false,true,false
r-030-i-034,r-030,Tokyo Bites,Classic Chicken Katsu Curry,Crispy chicken cutlet with Japanese curry,AED 52,false,false,false
r-030-i-035,r-030,Tokyo Bites,Classic Pork Tonkatsu,"Breaded pork cutlet, cabbage, tonkatsu sauce",AED 21,false,false,false
r-030-i-036,r-030,Tokyo Bites,Classic Teriyaki Chicken,Grilled chicken with teriyaki glaze,AED 27,false,false,false
r-030-i-037,r-030,Tokyo Bites,Classic Beef Teriyaki,Sliced beef with teriyaki sauce and rice,AED 18,false,false,false
r-030-i-038,r-030,Tokyo Bites,Classic Tonkotsu Ramen,"Rich pork bone broth, chashu, ajitama",AED 78,false,false,false
r-030-i-039,r-030,Tokyo Bites,Classic Shoyu Ramen,"Soy-based broth, bamboo, scallion",AED 63,false,false,true
r-030-i-040,r-030,Tokyo Bites,Classic Miso Ramen,"Hearty miso broth, ground pork, corn",AED 71,false,false,false
r-030-i-041,r-030,Tokyo Bites,Classic Spicy Tantanmen,Spicy sesame miso broth ramen,AED 51,true,false,false
r-030-i-042,r-030,Tokyo Bites,Classic Vegetable Ramen,"Mushroom dashi, tofu, vegetables",AED 82,false,true,false
r-030-i-043,r-030,Tokyo Bites,Classic Edamame,Salted soybean pods,AED 59,false,true,false
r-030-i-044,r-030,Tokyo Bites,Classic Gyoza,Pan-fried pork dumplings,AED 84,false,false,false
r-030-i-045,r-030,Tokyo Bites,Classic Chicken Karaage,Crispy fried marinated chicken,AED 91,false,false,false
r-030-i-046,r-030,Tokyo Bites,Classic Miso Soup,"Tofu, wakame, scallion",AED 59,false,true,false
r-030-i-047,r-030,Tokyo Bites,Classic Mochi Ice Cream,"Three pieces, mixed flavours",AED 75,false,true,false
r-030-i-048,r-030,Tokyo Bites,Classic Matcha Cheesecake,Japanese matcha-infused cheesecake,AED 37,false,true,false
r-030-i-049,r-030,Tokyo Bites,Classic Ramune Soda,Classic Japanese lemonade,AED 81,false,true,false
r-031-i-000,r-031,Taqueria del Sol,Chicken Tacos,"Three soft tacos, salsa verde, cilantro",AED 41,false,false,false
r-031-i-001,r-031,Taqueria del Sol,Carne Asada Tacos,"Grilled beef, onion, cilantro",AED 93,false,false,false
r-031-i-002,r-031,Taqueria del Sol,Al Pastor Tacos,"Marinated pork, pineapple, cilantro",AED 13,false,false,false
r-031-i-003,r-031,Taqueria del Sol,Fish Tacos,"Beer-battered fish, slaw, lime crema",AED 12,false,false,false
r-031-i-004,r-031,Taqueria del Sol,Veggie Tacos,"Grilled vegetables, salsa, cotija",AED 60,false,true,false
r-031-i-005,r-031,Taqueria del Sol,Chicken Burrito,"Rice, beans, cheese, salsa wrapped in flour tortilla",AED 51,false,false,true
r-031-i-006,r-031,Taqueria del Sol,Beef Burrito,"Carne asada, rice, beans, guacamole",AED 79,false,false,false
r-031-i-007,r-031,Taqueria del Sol,Bean Burrito,"Refried beans, rice, salsa, cheese",AED 65,false,true,false
r-031-i-008,r-031,Taqueria del Sol,Burrito Bowl,"Rice, beans, protein, salsa, guacamole",AED 19,false,false,false
r-031-i-009,r-031,Taqueria del Sol,Chicken Quesadilla,"Flour tortilla, chicken, cheese, pico",AED 30,false,false,false
r-031-i-010,r-031,Taqueria del Sol,Cheese Quesadilla,"Three-cheese blend, charred tortilla",AED 23,false,true,true
r-031-i-011,r-031,Taqueria del Sol,Steak Fajitas,Sizzling steak with peppers and onions,AED 41,false,false,false
r-031-i-012,r-031,Taqueria del Sol,Chicken Fajitas,Marinated chicken with peppers and onions,AED 78,false,false,false
r-031-i-013,r-031,Taqueria del Sol,Beef Enchiladas,"Tortillas with beef, mole sauce, queso",AED 59,true,false,false
r-031-i-014,r-031,Taqueria del Sol,Cheese Enchiladas,Tortillas rolled in red sauce with cheese,AED 22,false,true,false
r-031-i-015,r-031,Taqueria del Sol,Chicken Tostadas,"Crispy tortilla, chicken, beans, salsa",AED 76,false,false,true
r-031-i-016,r-031,Taqueria del Sol,Nachos Supreme,"Tortilla chips, beef, beans, cheese, jalapeno",AED 62,true,false,true
r-031-i-017,r-031,Taqueria del Sol,Guacamole & Chips,Hand-mashed avocado with lime,AED 84,false,true,true
r-031-i-018,r-031,Taqueria del Sol,Pico de Gallo,"Fresh tomato, onion, cilantro, lime",AED 28,false,true,true
r-031-i-019,r-031,Taqueria del Sol,Mexican Street Corn,"Elote with crema, cotija, chilli",AED 45,true,true,false
r-031-i-020,r-031,Taqueria del Sol,Churros,"Cinnamon sugar dusted, chocolate sauce",AED 62,false,true,false
r-031-i-021,r-031,Taqueria del Sol,Tres Leches Cake,Sponge cake soaked in three milks,AED 53,false,true,false
r-031-i-022,r-031,Taqueria del Sol,Flan,Caramel custard with vanilla,AED 46,false,true,true
r-031-i-023,r-031,Taqueria del Sol,Horchata,Sweet rice milk with cinnamon,AED 37,false,true,true
r-031-i-024,r-031,Taqueria del Sol,Jamaica Agua Fresca,Hibiscus iced tea,AED 86,false,true,true
r-031-i-025,r-031,Taqueria del Sol,Classic Chicken Tacos,"Three soft tacos, salsa verde, cilantro",AED 25,false,false,false
r-031-i-026,r-031,Taqueria del Sol,Classic Carne Asada Tacos,"Grilled beef, onion, cilantro",AED 71,false,false,false
r-031-i-027,r-031,Taqueria del Sol,Classic Al Pastor Tacos,"Marinated pork, pineapple, cilantro",AED 27,false,false,false
r-031-i-028,r-031,Taqueria del Sol,Classic Fish Tacos,"Beer-battered fish, slaw, lime crema",AED 38,false,false,false
r-031-i-029,r-031,Taqueria del Sol,Classic Veggie Tacos,"Grilled vegetables, salsa, cotija",AED 71,false,true,false
r-031-i-030,r-031,Taqueria del Sol,Classic Chicken Burrito,"Rice, beans, cheese, salsa wrapped in flour tortilla",AED 27,false,false,true
r-031-i-031,r-031,Taqueria del Sol,Classic Beef Burrito,"Carne asada, rice, beans, guacamole",AED 50,false,false,false
r-031-i-032,r-031,Taqueria del Sol,Classic Bean Burrito,"Refried beans, rice, salsa, cheese",AED 89,false,true,true
r-031-i-033,r-031,Taqueria del Sol,Classic Burrito Bowl,"Rice, beans, protein, salsa, guacamole",AED 53,false,false,true
r-031-i-034,r-031,Taqueria del Sol,Classic Chicken Quesadilla,"Flour tortilla, chicken, cheese, pico",AED 43,false,false,false
r-031-i-035,r-031,Taqueria del Sol,Classic Cheese Quesadilla,"Three-cheese blend, charred tortilla",AED 62,false,true,false
r-031-i-036,r-031,Taqueria del Sol,Classic Steak Fajitas,Sizzling steak with peppers and onions,AED 50,false,false,false
r-031-i-037,r-031,Taqueria del Sol,Classic Chicken Fajitas,Marinated chicken with peppers and onions,AED 34,false,false,true
r-031-i-038,r-031,Taqueria del Sol,Classic Beef Enchiladas,"Tortillas with beef, mole sauce, queso",AED 63,true,false,false
r-031-i-039,r-031,Taqueria del Sol,Classic Cheese Enchiladas,Tortillas rolled in red sauce with cheese,AED 83,false,true,false
r-031-i-040,r-031,Taqueria del Sol,Classic Chicken Tostadas,"Crispy tortilla, chicken, beans, salsa",AED 43,false,false,true
r-031-i-041,r-031,Taqueria del Sol,Classic Nachos Supreme,"Tortilla chips, beef, beans, cheese, jalapeno",AED 25,true,false,false
r-031-i-042,r-031,Taqueria del Sol,Classic Guacamole & Chips,Hand-mashed avocado with lime,AED 29,false,true,true
r-031-i-043,r-031,Taqueria del Sol,Classic Pico de Gallo,"Fresh tomato, onion, cilantro, lime",AED 19,false,true,false
r-031-i-044,r-031,Taqueria del Sol,Classic Mexican Street Corn,"Elote with crema, cotija, chilli",AED 40,true,true,true
r-031-i-045,r-031,Taqueria del Sol,Classic Churros,"Cinnamon sugar dusted, chocolate sauce",AED 63,false,true,false
r-031-i-046,r-031,Taqueria del Sol,Classic Tres Leches Cake,Sponge cake soaked in three milks,AED 92,false,true,false
r-031-i-047,r-031,Taqueria del Sol,Classic Flan,Caramel custard with vanilla,AED 22,false,true,false
r-031-i-048,r-031,Taqueria del Sol,Classic Horchata,Sweet rice milk with cinnamon,AED 45,false,true,false
r-031-i-049,r-031,Taqueria del Sol,Classic Jamaica Agua Fresca,Hibiscus iced tea,AED 21,false,true,true
r-032-i-000,r-032,Casa Tequila,Chicken Tacos,"Three soft tacos, salsa verde, cilantro",AED 54,false,false,true
r-032-i-001,r-032,Casa Tequila,Carne Asada Tacos,"Grilled beef, onion, cilantro",AED 71,false,false,true
r-032-i-002,r-032,Casa Tequila,Al Pastor Tacos,"Marinated pork, pineapple, cilantro",AED 85,false,false,false
r-032-i-003,r-032,Casa Tequila,Fish Tacos,"Beer-battered fish, slaw, lime crema",AED 62,false,false,false
r-032-i-004,r-032,Casa Tequila,Veggie Tacos,"Grilled vegetables, salsa, cotija",AED 60,false,true,false
r-032-i-005,r-032,Casa Tequila,Chicken Burrito,"Rice, beans, cheese, salsa wrapped in flour tortilla",AED 34,false,false,false
r-032-i-006,r-032,Casa Tequila,Beef Burrito,"Carne asada, rice, beans, guacamole",AED 35,false,false,false
r-032-i-007,r-032,Casa Tequila,Bean Burrito,"Refried beans, rice, salsa, cheese",AED 69,false,true,false
r-032-i-008,r-032,Casa Tequila,Burrito Bowl,"Rice, beans, protein, salsa, guacamole",AED 16,false,false,false
r-032-i-009,r-032,Casa Tequila,Chicken Quesadilla,"Flour tortilla, chicken, cheese, pico",AED 90,false,false,true
r-032-i-010,r-032,Casa Tequila,Cheese Quesadilla,"Three-cheese blend, charred tortilla",AED 49,false,true,false
r-032-i-011,r-032,Casa Tequila,Steak Fajitas,Sizzling steak with peppers and onions,AED 82,false,false,false
r-032-i-012,r-032,Casa Tequila,Chicken Fajitas,Marinated chicken with peppers and onions,AED 23,false,false,false
r-032-i-013,r-032,Casa Tequila,Beef Enchiladas,"Tortillas with beef, mole sauce, queso",AED 29,true,false,false
r-032-i-014,r-032,Casa Tequila,Cheese Enchiladas,Tortillas rolled in red sauce with cheese,AED 94,false,true,false
r-032-i-015,r-032,Casa Tequila,Chicken Tostadas,"Crispy tortilla, chicken, beans, salsa",AED 79,false,false,true
r-032-i-016,r-032,Casa Tequila,Nachos Supreme,"Tortilla chips, beef, beans, cheese, jalapeno",AED 81,true,false,false
r-032-i-017,r-032,Casa Tequila,Guacamole & Chips,Hand-mashed avocado with lime,AED 60,false,true,false
r-032-i-018,r-032,Casa Tequila,Pico de Gallo,"Fresh tomato, onion, cilantro, lime",AED 57,false,true,false
r-032-i-019,r-032,Casa Tequila,Mexican Street Corn,"Elote with crema, cotija, chilli",AED 74,true,true,false
r-032-i-020,r-032,Casa Tequila,Churros,"Cinnamon sugar dusted, chocolate sauce",AED 84,false,true,false
r-032-i-021,r-032,Casa Tequila,Tres Leches Cake,Sponge cake soaked in three milks,AED 61,false,true,false
r-032-i-022,r-032,Casa Tequila,Flan,Caramel custard with vanilla,AED 15,false,true,false
r-032-i-023,r-032,Casa Tequila,Horchata,Sweet rice milk with cinnamon,AED 40,false,true,true
r-032-i-024,r-032,Casa Tequila,Jamaica Agua Fresca,Hibiscus iced tea,AED 47,false,true,true
r-032-i-025,r-032,Casa Tequila,Classic Chicken Tacos,"Three soft tacos, salsa verde, cilantro",AED 72,false,false,false
r-032-i-026,r-032,Casa Tequila,Classic Carne Asada Tacos,"Grilled beef, onion, cilantro",AED 86,false,false,false
r-032-i-027,r-032,Casa Tequila,Classic Al Pastor Tacos,"Marinated pork, pineapple, cilantro",AED 32,false,false,true
r-032-i-028,r-032,Casa Tequila,Classic Fish Tacos,"Beer-battered fish, slaw, lime crema",AED 42,false,false,false
r-032-i-029,r-032,Casa Tequila,Classic Veggie Tacos,"Grilled vegetables, salsa, cotija",AED 19,false,true,false
r-032-i-030,r-032,Casa Tequila,Classic Chicken Burrito,"Rice, beans, cheese, salsa wrapped in flour tortilla",AED 40,false,false,false
r-032-i-031,r-032,Casa Tequila,Classic Beef Burrito,"Carne asada, rice, beans, guacamole",AED 61,false,false,false
r-032-i-032,r-032,Casa Tequila,Classic Bean Burrito,"Refried beans, rice, salsa, cheese",AED 34,false,true,false
r-032-i-033,r-032,Casa Tequila,Classic Burrito Bowl,"Rice, beans, protein, salsa, guacamole",AED 87,false,false,false
r-032-i-034,r-032,Casa Tequila,Classic Chicken Quesadilla,"Flour tortilla, chicken, cheese, pico",AED 57,false,false,false
r-032-i-035,r-032,Casa Tequila,Classic Cheese Quesadilla,"Three-cheese blend, charred tortilla",AED 15,false,true,false
